Name, Operon, Challenge, WT
mukB,smtA-mukFEB,79.97,77.32
mukE,smtA-mukFEB,36.14,28.78
mukF,smtA-mukFEB,9.63,15.34
murA,murA,57.3,85.89
murB,murB-birA,78.42,72.3
murC,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,34.53,27.49
murC,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,34.53,27.49
murC,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,34.53,27.49
murD,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,38.7,15.41
murD,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,38.7,15.41
murD,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,38.7,15.41
murE,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,28.54,9.09
murE,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,28.54,9.09
murE,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,28.54,9.09
murF,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,40.62,59.72
murF,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,40.62,59.72
murF,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,40.62,59.72
murG,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,55.67,25.33
murG,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,55.67,25.33
murG,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,55.67,25.33
murI,btuB-murI,89.09,197.07
murJ,murJ,30.41,66.05
murP,murQP-yfeW,134.11,341.73
murP,murQP,134.11,341.73
murQ,murQP-yfeW,66.28,98.02
murQ,murQP,66.28,98.02
murR,murR,4.95,15.77
mutH,mutH,30.77,78.42
mutL,yjeFE-amiB-mutL-miaA-hfq-hflXKC,50.56,69.54
mutL,yjeE-amiB-mutL-miaA-hfq-hflXKC,50.56,69.54
mutL,mutL-miaA-hfq-hflXKC,50.56,69.54
mutM,yicR-rpmBG-mutM,110.1,141.95
mutM,rpmBG-mutM,110.1,141.95
mutM,mutM,110.1,141.95
mutS,mutS,21.55,39.6
mutT,secMA-mutT,163.34,208.11
mutY,mutY-yggX-mltC-nupG,116.96,115.61
mutY,mutY-yggX,116.96,115.61
mutY,mutY-yggX-mltC,116.96,115.61
mzrA,yqjA-mzrA,199.07,281.81
nac,nac,23.13,51.57
nadA,nadA-pnuC,73.22,129.57
nadB,nadB,115.13,166.69
nadC,nadC,66.51,121.05
nadD,leuS-lptE-holA-nadD-cobC,52.92,147.49
nadE,nadE,66.68,81.68
nadK,nadK,231.91,307.78
nadR,radA-nadR,41.33,65.82
nagA,nagBACD,107.19,105.96
nagA,nagA,107.19,105.96
nagB,nagBACD,270.4,287.09
nagC,nagC,34.78,66.47
nagC,nagBACD,34.78,66.47
nagD,nagBACD,33.84,98.8
nagD,nagD,33.84,98.8
nagE,nagE,78.52,72.95
nagK,nagK-cobB,27.94,51.91
nagZ,hinT-ycfL-lpoB-thiK-nagZ-ycfP,57.95,26.37
nanA,nanATEK-yhcH,42.75,60.52
nanC,yjhA,35.54,94.33
nanC,nanCM,35.54,94.33
nanE,nanATEK-yhcH,12.31,9.8
nanK,nanATEK-yhcH,19.39,0
nanM,nanCM,26.85,36.66
nanR,nanR,91.16,111.02
nanS,nanS,147.19,234.41
nanT,nanATEK-yhcH,8.54,31.75
napA,napFDAGHBC,58.06,76.15
napA,napFDAGHBC-ccmABCDEFGH,58.06,76.15
napB,napFDAGHBC-ccmABCDEFGH,37.75,105.21
napB,napFDAGHBC,37.75,105.21
napC,napFDAGHBC-ccmABCDEFGH,14.09,56.08
napC,napFDAGHBC,14.09,56.08
napD,napFDAGHBC-ccmABCDEFGH,32.17,0
napD,napFDAGHBC,32.17,0
napF,napFDAGHBC-ccmABCDEFGH,17.16,13.66
napF,napFDAGHBC,17.16,13.66
napG,napFDAGHBC-ccmABCDEFGH,61.02,77.74
napG,napFDAGHBC,61.02,77.74
napH,napFDAGHBC-ccmABCDEFGH,9.83,15.66
napH,napFDAGHBC,9.83,15.66
narG,narGHJI,55.58,56
narH,narGHJI,44.15,52.74
narI,narGHJI,75.17,69.83
narJ,narGHJI,35.84,19.03
narK,narK,51.86,53.45
narL,narXL,52.19,124.67
narP,narP,19.66,20.87
narQ,narQ,54.93,147.12
narU,narU,27.52,53.56
narV,narZYWV,24.94,59.59
narV,narWV,24.94,59.59
narW,narWV,24.41,48.59
narW,narZYWV,24.41,48.59
narX,narXL,70.9,116.68
narY,narZYWV,2.75,17.51
narZ,narZYWV,36.33,52.43
ndh,ndh,58.58,119.2
ndk,ndk,29.49,46.97
nei,ybgIJKL-nei,96.52,119.56
nemA,nemA,15.47,86.24
nemA,nemRA,15.47,86.24
nemR,ydhM,28.31,45.09
nemR,nemRA,28.31,45.09
nepI,nepI,89.14,68.15
nfi,nudC-hemE-nfi,82.16,171.1
nfo,nfo,19.8,102.48
nfrA,nfrBA,47.14,86.45
nfrB,nfrBA,53.13,57.42
nfsA,ybjC-nfsA-rimK-ybjN,52.87,9.35
nfuA,nfuA,29.49,93.94
nfuA,gntXY,29.49,93.94
nhaA,nhaAR,65.5,34.77
nhaB,nhaB,118.43,149.13
nhaR,nhaAR,309.37,462.84
nhaR,nhaR,309.37,462.84
nhoA,nhoA,75.3,111.93
nikA,nikABCDER,29.66,47.24
nikB,nikABCDER,31.46,28.63
nikC,nikABCDER,5.09,8.11
nikD,nikABCDER,27.76,53.05
nikE,nikABCDER,78.94,192.76
nikR,nikABCDER,1795.92,2473.21
nikR,nikR,1795.92,2473.21
ninE,ybcN-ninE-ybcO-rusA-ylcG,0,39.55
nirB,nirBDC-cysG,51.75,58.49
nirC,nirBDC-cysG,63.15,67.05
nirD,nirBDC-cysG,64.94,20.68
nlpA,nlpA,191.86,289.04
nlpC,nlpC,45.66,58.18
nlpD,nlpD-rpoS,234.69,118.66
nlpE,yaeQJ-nlpE,119.46,237.82
nlpI,nlpI,244.73,68.78
nmpC,nmpC,512.55,583.06
nohA,nohA-ydfN-tfaQ,0,25.62
nohB,nohB,23.33,61.94
norR,norR,64.47,107.14
norV,norVW,29.49,42.27
norW,norVW,71.15,113.32
npr,rpoN-hpf-ptsN-yhbJ-npr,575.58,545.04
nrdA,nrdAB-yfaE,92.89,109.47
nrdB,nrdAB-yfaE,75.1,119.6
nrdD,nrdDG,47.65,41.11
nrdE,nrdHIEF,134.63,170.27
nrdF,nrdHIEF,30.97,28.18
nrdG,nrdDG,54.8,87.27
nrdG,nrdG,54.8,87.27
nrdH,nrdHIEF,17.26,27.49
nrdI,nrdHIEF,51.66,131.65
nrdR,nrdR-ribDE-nusB-thiL-pgpA,84.94,30.06
nrfA,nrfABCDEFG,32.51,28.24
nrfB,nrfABCDEFG,29.96,119.29
nrfC,nrfABCDEFG,12.64,0
nrfD,nrfABCDEFG,17.75,7.07
nrfE,nrfABCDEFG,28.16,28.54
nrfF,nrfABCDEFG,22.12,0
nrfG,nrfABCDEFG,85.36,79.3
nsrR,nsrR-rnr-rlmB-yjfI,29.91,47.63
nth,ydgK-rsxABCDGE-nth,40.06,180.78
nth,rsxABCDGE-nth,40.06,180.78
nudB,nudB-yebC-ruvC,28.12,44.79
nudC,nudC-hemE-nfi,159.12,270.89
nudE,nudE,30.28,24.11
nudG,nudG,364.31,414.43
nudI,nudI,49.85,47.63
nudJ,rluE-nudJ,0,58.56
nudJ,nudJ,0,58.56
nudK,nudK,29.49,46.97
nudL,pabB-nudL,132.03,140.18
nuoA,nuoABCEFGHIJKLMN,76.52,106.63
nuoB,nuoABCEFGHIJKLMN,76.87,71.41
nuoC,nuoABCEFGHIJKLMN,66.39,37.76
nuoE,nuoABCEFGHIJKLMN,33.91,27
nuoF,nuoABCEFGHIJKLMN,57.13,20.22
nuoG,nuoABCEFGHIJKLMN,71.64,66.97
nuoH,nuoABCEFGHIJKLMN,39.08,48.41
nuoI,nuoABCEFGHIJKLMN,117.32,74.73
nuoJ,nuoABCEFGHIJKLMN,30.61,24.37
nuoK,nuoABCEFGHIJKLMN,28.03,89.29
nuoL,nuoABCEFGHIJKLMN,39.19,36.72
nuoM,nuoABCEFGHIJKLMN,52.74,13.26
nuoM,nuoMN,52.74,13.26
nuoN,nuoABCEFGHIJKLMN,49.52,37.11
nuoN,nuoN,49.52,37.11
nuoN,nuoMN,49.52,37.11
nupC,nupC,112.97,73.09
nupG,yggX-mltC-nupG,94.6,112.99
nupG,mutY-yggX-mltC-nupG,94.6,112.99
nupG,nupG,94.6,112.99
nupX,nupX,23.76,48.66
nusA,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,88.48,68.18
nusA,metY-yhbC-nusA-infB,88.48,68.18
nusA,rimP-nusA-infB,88.48,68.18
nusB,ribE-nusB-thiL-pgpA,60.67,64.41
nusB,nrdR-ribDE-nusB-thiL-pgpA,60.67,64.41
nusG,secE-nusG,62.22,61.94
obgE,yhbE-obgE,50.69,46.13
ogrK,ogrK,58.18,123.53
ogt,abgABT-ogt,238.68,222.83
ogt,ogt,238.68,222.83
ohsC,ohsC,275.77,175.67
ompA,ompA,840.39,305.36
ompC,ompC,2838.91,373.71
ompF,ompF,538.17,503.07
ompG,ompG,9.37,14.93
ompL,ompL,42.9,107.36
ompN,ompN,52.43,95.43
ompR,ompR-envZ,277.22,112.72
ompT,envY-ompT,186.97,99.25
ompT,ompT,186.97,99.25
ompW,ompW,345.59,179.94
omrB,omrB,828.65,82.48
oppA,oppABCDF,400.74,149.19
oppB,oppABCDF,36.89,73.44
oppC,oppABCDF,46.72,14.88
oppD,oppABCDF,108.89,60.03
oppF,oppABCDF,131,40.38
orn,orn,38.89,12.39
osmB,osmB,58.18,30.88
osmC,osmC,432.55,78.28
osmE,osmE,977.15,159.61
osmF,osmF-yehYXW,41.64,29.47
osmY,osmY,378.43,55.8
otsA,otsBA,399.35,972.99
otsA,otsA,399.35,972.99
otsB,otsBA,121.94,33.78
oxc,oxc,15.03,31.92
oxyR,oxyR,1198.18,2947.05
oxyS,oxyS,0,307.43
paaA,paaABCDEFGHIJK,50.23,109.09
paaB,paaABCDEFGHIJK,0,23.48
paaC,paaABCDEFGHIJK,0,36.22
paaD,paaABCDEFGHIJK,59.69,81.49
paaE,paaABCDEFGHIJK,19.83,12.63
paaF,paaABCDEFGHIJK,22.12,35.23
paaG,paaABCDEFGHIJK,10.77,8.57
paaH,paaABCDEFGHIJK,11.9,42.63
paaI,paaABCDEFGHIJK,0,63.96
paaJ,paaABCDEFGHIJK,42.26,72.91
paaK,paaABCDEFGHIJK,42.02,51.47
paaX,paaXY,17.86,7.11
paaY,paaXY,43.11,0
paaZ,paaZ,20.76,29.75
pabA,yhfG-fic-pabA,15.06,11.99
pabA,pabA,15.06,11.99
pabB,pabB-nudL,289.98,476.72
pabC,pabC-yceG-tmk-holB-ycfH,5.24,25.05
pagB,pagB,140.01,222.97
pagP,pagP,60.56,72.34
pal,tolB-pal-ybgF,227.8,38.87
panB,panBC,42.74,68.06
panC,panC,259.2,373.1
panC,panBC,259.2,373.1
panD,panD,323.25,603.56
panE,panE-yajL,83.82,103.83
panF,yhdT-panF-prmA,90.67,190.98
parC,parC,37.6,47.9
parE,nudF-yqiB-cpdA-yqiA-parE,305.11,432.32
pbl,pbl,42.21,107.57
pbpC,pbpC,71.61,102.34
pbpC,yfhM-pbpC,71.61,102.34
pbpG,pbpG,468.83,855.4
pck,pck,230.27,204.2
pcm,surE-pcm,13.55,32.36
pcnB,pcnB-folk,145.81,237.06
pdhR,pdhR-aceEF-lpdA,38.86,35.36
pdxA,pdxA-rsmA,30.03,54.65
pdxA,surA-pdxA-rsmA-apaGH,30.03,54.65
pdxA,pdxA-rsmA-apaGH,30.03,54.65
pdxA,imp-surA-pdxA,30.03,54.65
pdxB,pdxB-usg-truA-dedA,56.03,29.74
pdxH,pdxH-tyrS-pdxY,142.21,164.71
pdxJ,pdxJ-acpS,23.21,36.96
pdxJ,rnc-era-recO-pdxJ-acpS,23.21,36.96
pdxK,pdxK,69.78,119.08
pdxY,pdxY,1115.77,1972.68
pdxY,tyrS-pdxY,1115.77,1972.68
pdxY,pdxH-tyrS-pdxY,1115.77,1972.68
pepA,pepA,67.41,35.79
pepB,pepB,59.53,89.55
pepD,pepD,110.69,129.89
pepE,pepE,160.03,274.46
pepN,pepN,81.26,90.59
pepP,ygfB-pepP-ubiH-visC,28.82,51.01
pepQ,pepQ-yigZ-trkH-hemG,98.84,35.54
pepT,pepT,218.05,435.46
perR,perR,655.55,1074.29
pfkA,pfkA,30.87,28.09
pfkB,pfkB,91.33,36.36
pflA,pflA,126.09,164.29
pflB,pflB,249.27,174.79
pflB,focA-pflB,249.27,174.79
pflC,pflDC,4.83,15.39
pflD,pflDC,88.71,91.24
pgaA,pgaABCD,38.54,66.97
pgaB,pgaABCD,33.65,46.9
pgaC,pgaABCD,44.84,45.91
pgaD,pgaABCD,51.29,196.04
pgi,pgi,92.66,81.98
pgk,pgk-fbaA,91.21,52.29
pgk,epd-pgk,91.21,52.29
pgk,pgk,91.21,52.29
pgk,epd-pgk-fbaA,91.21,52.29
pgl,pgl,63.96,47.53
pgm,seqA-pgm,25.88,4.12
pgpA,ribE-nusB-thiL-pgpA,1628.36,1915.67
pgpA,nrdR-ribDE-nusB-thiL-pgpA,1628.36,1915.67
pgpB,pgpB,33.31,35.36
pgpC,pgpC-tadA,86.81,74.44
pgsA,pgsA,46.41,0
pheA,pheLA,340.18,442.74
pheL,pheLA,176.95,140.91
pheM,pheMST-ihfA,94.37,0
pheM,pheM,94.37,0
pheM,thrS-infC-rpmI-rplT-pheMST-ihfA,94.37,0
pheM,rplT-pheM,94.37,0
pheP,pheP,117.2,230.85
pheS,thrS-infC-rpmI-rplT-pheMST-ihfA,56.11,48.11
pheS,pheMST-ihfA,56.11,48.11
pheT,pheMST-ihfA,88.92,56.65
pheT,thrS-infC-rpmI-rplT-pheMST-ihfA,88.92,56.65
pheU,pheU,55.88,88.99
pheV,pheV,0,177.99
phnC,phnCDEEFGHIJKLMNOP,21.53,42.86
phnD,phnCDEEFGHIJKLMNOP,20.88,26.6
phnE_1,phnCDEEFGHIJKLMNOP,102.4,51.5
phnE_2,phnCDEEFGHIJKLMNOP,102.4,51.5
phnF,phnCDEEFGHIJKLMNOP,46.8,46.58
phnG,phnCDEEFGHIJKLMNOP,37.5,134.37
phnH,phnCDEEFGHIJKLMNOP,58.08,46.25
phnI,phnCDEEFGHIJKLMNOP,31.9,76.21
phnJ,phnCDEEFGHIJKLMNOP,45.18,63.96
phnK,phnCDEEFGHIJKLMNOP,123.1,196.04
phnL,phnLMNOP,505.13,744.88
phnL,phnCDEEFGHIJKLMNOP,505.13,744.88
phnM,phnLMNOP,33.62,89.23
phnM,phnCDEEFGHIJKLMNOP,33.62,89.23
phnN,phnLMNOP,15.22,12.12
phnN,phnCDEEFGHIJKLMNOP,15.22,12.12
phnO,phnLMNOP,97.63,15.55
phnO,phnCDEEFGHIJKLMNOP,97.63,15.55
phnP,phnLMNOP,240.6,231.69
phnP,phnCDEEFGHIJKLMNOP,240.6,231.69
phoA,phoA-psiF,71.98,95.53
phoB,phoBR,24.62,127.43
phoE,phoE,249.34,397.1
phoH,phoH,59.81,107.96
phoP,phoPQ,94.8,171.1
phoQ,phoQ,87.2,157.4
phoQ,phoPQ,87.2,157.4
phoR,phoBR,58.98,177.44
phoU,pstSCAB-phoU,40.95,55.9
phoU,phoU,40.95,55.9
phoU,pstCAB-phoU,40.95,55.9
phoU,pstB-phoU,40.95,55.9
php,yhfXW-php-yhfUTS,144.94,261.61
phr,phr,86.79,104.86
phr,ybgA-phr,86.79,104.86
pinE,pinE,30.61,0
pinH,pinH,53.09,112.72
pinQ,pinQ,208.39,354.77
pinR,pinR,344.92,434.88
pitA,pitA,209.51,279.56
pitB,pitB,28.31,13.53
plaP,plaP,40.62,54.74
pldA,pldA,43.93,108.84
pldB,pldB-yigL,41.51,132.23
pliG,pliG,824.01,353.32
plsB,plsB,85.85,100.45
plsC,plsC,184.14,320.76
plsX,rpmF-plsX-fabHDG,118.96,119.99
plsX,plsX-fabHDG,118.96,119.99
pmbA,pmbA,25.11,49.99
pmrD,pmrD,190.87,227.98
pncA,ansA-pncA,191.83,263.38
pncB,pncB,77.66,146.18
pnp,rpsO-pnp,45.73,22.16
pnp,pnp,45.73,22.16
pnp,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,45.73,22.16
pntA,pntAB,38.78,13.24
pntB,pntB,113.13,258.07
pntB,pntAB,113.13,258.07
pnuC,nadA-pnuC,336.21,375.75
polA,polA,33.52,43.68
polB,polB,32.5,63.26
potA,potABCD,26.15,41.64
potB,potABCD,20.52,57.18
potC,potABCD,106.84,76.57
potD,potABCD,48.67,90.44
potD,potD,48.67,90.44
potE,potE,3.22,20.5
potE,speF-potE,3.22,20.5
potF,potFGHI,3.82,18.23
potG,potFGHI,0,5.96
potH,potFGHI,4.45,14.18
potI,potFGHI,15.06,0
poxB,poxB-ltaE-ybjT,74.12,27.54
poxB,poxB,74.12,27.54
ppa,ppA,1007.72,1426.57
ppc,ppc,139.32,170.87
ppdA,ppdAB-ygdB-ppdC-recC,0,14.36
ppdB,ppdAB-ygdB-ppdC-recC,22.59,35.98
ppdC,ppdAB-ygdB-ppdC-recC,39.32,0
ppdD,ppdD-hofBC,19.26,46.01
pphA,pphA,1266.94,1822.12
pphB,pphB,109.89,102.94
ppiA,ppiA,59.29,47.21
ppiB,ppiB-lpxH,205.91,68.32
ppiC,ppiC,30.12,119.92
ppiD,ppiD,65.79,25.29
ppk,ppk-ppx,88.35,114.52
pppA,pppA,15.73,58.45
ppsA,pps,51.77,34.12
ppsR,ppsR,81.47,145.97
pptA,pptA,326.68,375.75
ppx,ppk-ppx,41.31,74.56
pqiA,pqiAB,47.41,37.75
pqiB,pqiAB,18.12,49.46
pqqL,pqqL,72.91,152.4
prc,prc,72.54,33.01
prc,proQ-prc,72.54,33.01
preA,yeiTA,147.75,120.39
preT,yeiTA,147.39,98.26
prfA,hemA-prfA-prmC,11.76,31.23
prfB,dsbC-recJ-prfB,34.78,6.15
prfB,prfB-lysS,34.78,6.15
prfC,prfC,112.18,131.87
prfH,ykfJ-prfH,194.96,513
priA,priA,100.43,141.48
priB,rpsF-priB-rpsR-rplI,283.12,128.83
priC,priC-ybaM,40.22,38.43
prkB,prkB,668.75,1337.15
prlC,prlC-yhiQ,27.02,39.73
prmA,yhdT-panF-prmA,163.71,222.38
prmB,prmB-aroC-mepA-yfcAML,40.97,123.24
prmC,hemA-prfA-prmC,81.47,129.75
proA,proBA,477.51,690.37
proB,proBA,26.93,18.38
proC,proC,52.43,58.45
proK,proK,165.46,0
proL,proL,220.61,0
proM,argX-hisR-leuT-proM,330.92,0
proP,proP,70.64,63
proQ,proQ-prc,206.57,106.44
proS,proS,54.35,47.21
proV,proVWX,24.71,11.24
proW,proVWX,59.81,69.86
proX,proVWX,128.3,211.15
proY,brnQ-proY,95.82,142.75
prpB,prpBCDE,81.03,75.91
prpC,prpBCDE,25.41,23.12
prpD,prpBCDE,35.1,41.92
prpE,prpBCDE,29.26,21.51
prpR,prpR,133.8,259.97
prs,prs,188.15,135.55
prs,lolB-ispE-prs,188.15,135.55
pscG,pscKG,22.61,64.83
pscG,pscG,22.61,64.83
pscK,pscKG,22.54,21.54
psd,psd-yjeP,30.68,118.66
psiE,psiE,144.66,82.28
psiF,phoA-psiF,330.75,337.12
pspA,pspABCDE,215.83,101.1
pspB,pspBCDE,75.5,0
pspB,pspABCDE,75.5,0
pspC,pspABCDE,47.19,75.15
pspC,pspBCDE,47.19,75.15
pspD,pspABCDE,19.13,30.47
pspD,pspBCDE,19.13,30.47
pspE,pspE,134.82,21.47
pspE,pspBCDE,134.82,21.47
pspE,pspABCDE,134.82,21.47
pspF,pspF,78.16,131.4
pspG,pspG,17.48,83.5
pssA,pssA,344.51,433.94
pstA,pstSCAB-phoU,4.77,22.77
pstA,pstCAB-phoU,4.77,22.77
pstA,pstSCA,4.77,22.77
pstB,pstSCAB-phoU,54.87,113.6
pstB,pstCAB-phoU,54.87,113.6
pstB,pstB-phoU,54.87,113.6
pstC,pstCAB-phoU,22.12,105.68
pstC,pstSCA,22.12,105.68
pstC,pstSCAB-phoU,22.12,105.68
pstS,pstS,130.55,285.87
pstS,pstSCA,130.55,285.87
pstS,pstSCAB-phoU,130.55,285.87
pta,pta,59.4,75.68
pta,ackA-pta,59.4,75.68
pth,pth-ychF,29.04,23.12
ptrA,ptrA-recBD,29.4,60.87
ptrA,ptrA,29.4,60.87
ptrB,ptrB,92.73,249.41
ptsA,ptsA-fsaB-gldA,32.25,54.06
ptsG,ptsG,91.81,155.64
ptsH,ptsHI-crr,82.3,104.86
ptsI,ptsHI-crr,199.07,129.16
ptsN,lptB-rpoN-hpf-ptsN-yhbJ,17.26,13.75
ptsN,rpoN-hpf-ptsN-yhbJ-npr,17.26,13.75
ptsP,rppH-ptsP,32.13,36.12
purA,purA,117.69,93.72
purB,hflD-purB,92.93,251.6
purC,purC,220.07,274.71
purD,purHD,154.73,125.83
purD,purD,154.73,125.83
purE,purEK,8.33,26.52
purF,cvpA-purF-ubiX,100.72,169.31
purH,purHD,29.38,46.79
purK,purEK,35.79,25.33
purL,purL,54.61,64.36
purM,purMN,94.1,156.38
purN,purMN,99.69,169.35
purR,purR,310.44,481.22
purT,purT,129.67,172.1
purU,purU,95.72,88.25
putA,putA,107.16,81.92
putP,putP,42.21,22.41
puuA,puuA,20.95,47.66
puuB,puuCBE,6.63,5.28
puuC,puuCBE,5.71,9.09
puuD,puuDR,99.93,123.78
puuE,puuCBE,53.67,101.51
puuP,puuP,55.15,97.6
puuR,puuDR,22.83,36.36
pykA,pykA,85.35,79.68
pykF,pykF,363.67,780.22
pyrB,pyrLBI,36.3,65.03
pyrC,pyrC,117.63,206.72
pyrD,pyrD,21,20.07
pyrE,pyrE,19.84,84.28
pyrE,rph-pyrE,19.84,84.28
pyrF,pyrF-yciH,34.53,54.99
pyrF,yciSM-pyrF-yciH,34.53,54.99
pyrG,pyrG-eno,70,119.74
pyrH,pyrH,58.5,37.26
pyrI,pyrLBI,36.77,43.92
pyrL,pyrLBI,94.37,0
qmcA,qmcA-ybbJ,74.02,81.04
qor,qor,103.58,75.61
qseB,qseBC,70.78,51.24
qseD,qseD,726.43,667.45
queA,queA,79.31,75.78
queC,queC,231.87,320.68
queD,queD,11.6,166.31
queF,queF,145.06,310.69
queG,queG,1098.96,1548.48
racC,racC,276.97,343.07
racR,racR,115.74,170.15
radA,radA-nadR,18.42,4.89
radA,serB-radA,18.42,4.89
raiA,raiA,20662.9,435.08
rarA,lolA-rarA,18.96,35.23
rarD,rarD,42.9,60.73
ratA,ratAB,62.32,56.72
ratB,ratAB,131.35,185.94
ravA,ravA-viaA,82.27,126.5
rbbA,yhiI-rbbA-yhhJ,63.64,64.27
rbfA,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,316.93,336.49
rbn,rbn,106.4,176.82
rbsA,rbsDACBKR,47.94,53.89
rbsB,rbsDACBKR,481.4,121.45
rbsC,rbsDACBKR,39.57,28.01
rbsD,rbsDACBKR,606.69,96.62
rbsK,rbsDACBKR,146.13,72.73
rbsR,rbsDACBKR,402.02,830.96
rcnA,rcnAB,61.77,81.98
rcnB,rcnB,25.06,19.95
rcnB,rcnAB,25.06,19.95
rcnR,rcnR,93.34,74.32
rcsA,rcsA,966.43,921.31
rcsB,rcsB,410.98,342.85
rcsB,rcsDB,410.98,342.85
rcsC,rcsC,114.74,128.15
rcsD,rcsDB,111.22,172.06
rcsF,rcsF-yaeB,41.94,66.8
rdgB,yggSTU-rdgB-yggW,7.15,34.16
rdgB,rdgB-yggW,7.15,34.16
rdgC,rdgC,116.42,66.74
rdlD,rdlD,3152.95,9017.97
rdoA,rdoA-dsbA,38.72,61.67
recA,recAX,323.91,108.27
recA,recA,323.91,108.27
recB,ptrA-recBD,28.77,28.63
recC,recC,103.37,158.6
recC,ppdAB-ygdB-ppdC-recC,103.37,158.6
recD,ptrA-recBD,46.49,140.67
recE,recET-lar-ydaCQ-intR,63.68,127.42
recF,dnaAN-recF,71.18,113.35
recF,recF,71.18,113.35
recF,dnaN-recF,71.18,113.35
recG,rpoZ-spoT-trmH-recG,199.9,311.86
recJ,xerD-dsbC-recJ,29.39,54.61
recJ,dsbC-recJ-prfB,29.39,54.61
recN,recN,89.43,126.15
recO,rnc-era-recO-pdxJ-acpS,69.91,92.78
recQ,recQ,48.73,85.01
recR,ybaB-recR,49.06,100.45
recT,recET-lar-ydaCQ-intR,31.46,75.15
recX,recAX,186.49,324
relA,relA-mazEF,45.6,30.26
relB,relBE,141.56,56.36
relB,relBE-hokD,141.56,56.36
relE,relBE-hokD,58.98,70.45
relE,relBE,58.98,70.45
rem,rem,0,80.52
rep,rep,56.71,93.66
rfaD,rfaDFCL,68.28,86.99
rfaE,rfaE,35.54,28.3
rfaH,rfaH,269.23,497.92
rfaL,rfaDFCL,913.4,1540.57
rfaS,rfaQGPSBIJYZ-waaU,9.07,7.23
rfaZ,rfaQGPSBIJYZ-waaU,9.97,7.94
rfaZ,rfaZ-waaU,9.97,7.94
rfaZ,rfaYZ,9.97,7.94
rfbA,rfbACX,38.52,30.67
rfbA,rfbBDACX,38.52,30.67
rfbB,rfbBDACX,46.93,24.91
rfbC,rfbACX,45.66,48.48
rfbC,rfbBDACX,45.66,48.48
rfbD,rfbBDACX,66.06,90.18
rfbX,rfbACX,20.42,21.68
rfbX,rfbBDACX,20.42,21.68
rfbX,rfbX,20.42,21.68
rfc,glf-rfc,18.2,40.57
rfc,rfc,18.2,40.57
rfe,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,46.16,61.26
rffA,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,18.77,17.94
rffC,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,25.17,10.02
rffD,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,26.9,48.2
rffE,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,56.32,59.8
rffG,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,15.91,25.33
rffH,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,28.89,7.67
rffM,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,154.74,301.21
rffT,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,19.66,12.52
rhaA,rhaBAD,30.33,69.78
rhaB,rhaBAD,37.56,78.22
rhaD,rhaBAD,82.36,32.79
rhaD,rhaD,82.36,32.79
rhaM,rhaM,458.39,708.55
rhaR,rhaSR,110.05,207.13
rhaS,rhaSR,76.11,80.81
rhaT,rhaT,28.72,78.42
rhlB,rhlB,375.71,406.02
rhlE,rhlE,161.78,440.99
rho,rhoL-rho,97.74,134.2
rhsA,rhsA-yibA,56.5,109.62
rhsB,rhsB,37.09,51.09
rhsC,rhsC-ybfB,38.48,48.38
rhsD,rhsD-ybbC-ylbH-ybbD,15.87,18.96
rhsE,rhsE-ydcD,35.44,19.92
rhtA,rhtA,38.26,45.7
rhtB,rhtB,102.58,196.04
