dsdA,dsdXA,69.44,66.16
dsdA,dsdA,69.44,66.16
dsdC,dsdC,42.26,50.58
dsdX,dsdXA,83.76,101.1
dsrA,dsrA,59101.9,36227.4
dsrB,dsrB,34.88,35.79
dtd,yihXY-dtd-yiiD,45.15,15.44
dtpB,dtpB,62.78,78.22
dtpD,dtpD,88.96,114.09
dusA,dusA,13.28,6.81
dusB,dusB-fis,75.07,112.02
dusC,dusC,0,28.54
dut,dut-slmA,14.46,29.66
dxr,dxr,88.12,146.91
dxs,xseB-ispA-dxs-yajO,1234.92,1158.1
eaeH,eaeH-insE-1F-1-insEF-1,30.24,46.54
eamA,eamA,7.32,52.6
eamB,yfiK,269.07,609.63
ebgA,ebgAC,74.6,107.15
ebgC,ebgAC,0,30.06
ebgR,ebgR,66.99,123.72
ecnA,ecnAB,627.82,1180.92
ecnB,ecnB,44.84,92.02
ecnB,ecnAB,44.84,92.02
eco,eco,53.92,55.32
ecpD,ecpD-htrE,53.38,54.76
eda,edd-eda,30.8,10.54
eda,eda,30.8,10.54
edd,edd-eda,10.91,18.66
efeB,efeOB,62.19,127.61
efeO,efeOB,29.22,83.94
efeU_1,efeU_1U_2,7.94,57.04
efp,efp,883.6,1085.5
elaA,elaA,14.27,43.92
elaB,elaB,21.54,0
elaD,elaD,407.93,61.38
elbB,elbB-mtgA,30.24,82.73
elfA,elfA,2050.89,951.9
elfC,elfDCG-ycbUVF,81.1,104.01
elfD,elfDCG-ycbUVF,112.69,154.15
elfG,elfDCG-ycbUVF,92.33,126.3
emrA,emrRAB,67.44,63.43
emrB,emrRAB,149.92,123.05
emrD,emrD,38.94,51.37
emrE,renD-emrE,0,0
emrE,emrE,0,0
emrK,emrKY,5.66,34.86
emrY,emrY,21.42,17.58
emrY,emrKY,21.42,17.58
emtA,emtA,10.77,11.05
endA,endA,65.18,66.87
eno,pyrG-eno,60.9,72.89
eno,eno,60.9,72.89
entA,entCEBA-ybdB,423.59,380.28
entB,entCEBA-ybdB,7.68,31.53
entC,entCEBA-ybdB,11.21,17.25
entD,fepA-entD,106.15,54.46
entD,entD,106.15,54.46
entE,entCEBA-ybdB,102.3,71.37
entF,fes-ybdZ-entF-fepE,42.45,55.75
entH,entH,0,98.02
entH,entCEBA-ybdB,0,98.02
entS,entS,5.27,16.22
envC,gpmM-envC-yibQ,26.16,16.1
envR,envR,169.03,438.66
envY,envY-ompT,449.86,266.28
envZ,ompR-envZ,194.89,289.93
epd,epd-pgk,187.42,311.65
epd,epd-pgk-fbaA,187.42,311.65
eptA,eptA,72.18,90.51
eptB,eptB,66.23,75.95
era,rnc-era,7.28,37.33
era,rnc-era-recO-pdxJ-acpS,7.28,37.33
erfK,erfK,98.92,289.97
erpA,erpA,38.22,352.88
essD,essD-ybcS-rzpD,152.6,281.81
essQ,essQ-ydfRQP,30.52,0
etk,gfcE-etp-etk,175.31,303.91
etk,etk,175.31,303.91
etp,gfcE-etp-etk,88.48,136.18
eutA,eutHA,18.78,33.72
eutB,eutBCLKR,3784.91,5581.6
eutC,eutBCLKR,14.85,53.32
eutD,eutSPQTDM,19.45,46.55
eutE,eutNEJG,42.26,28.9
eutG,eutNEJG,11.1,17.08
eutH,eutHA,5.37,49.61
eutJ,eutNEJG,7.88,16.16
eutK,eutBCLKR,39.47,121.5
eutL,eutBCLKR,29.96,112.72
eutM,eutSPQTDM,403.6,207.05
eutN,eutNEJG,22.89,0
eutP,eutSPQTDM,96.14,14.09
eutQ,eutSPQTDM,28.17,9.63
eutR,eutBCLKR,281.72,314.73
eutS,eutSPQTDM,78.48,20.13
eutT,eutSPQTDM,16.4,16.82
evgA,evgAS,21.44,76.98
evgS,evgAS,60.53,101.62
exbB,exbBD,44.84,73.62
exbD,exbBD,92.85,63.51
exbD,exbD,92.85,63.51
exoX,yobB-exoX,487.2,408.05
exuR,exuR,144.23,304.66
exuT,exuT,171.89,247.85
fabA,fabA,1473.39,1941.73
fabB,fabB,86.38,83.09
fabD,plsX-fabHDG,0,21.82
fabD,fabHDG,0,21.82
fabD,rpmF-plsX-fabHDG,0,21.82
fabD,fabDG-acpP,0,21.82
fabF,acpP-fabF,79.62,87.13
fabG,fabG-acpP,44.84,36.81
fabG,plsX-fabHDG,44.84,36.81
fabG,fabHDG,44.84,36.81
fabG,rpmF-plsX-fabHDG,44.84,36.81
fabG,fabDG-acpP,44.84,36.81
fabH,plsX-fabHDG,269.49,99.25
fabH,fabHDG,269.49,99.25
fabH,rpmF-plsX-fabHDG,269.49,99.25
fabI,fabI,242.3,240.02
fabR,fabR-yijD,223.81,250.5
fabZ,fabZ,43.37,14.83
fabZ,hlpA-lpxD-fabZ-lpxA,43.37,14.83
fabZ,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE,43.37,14.83
fadA,fadBA,118.93,139.45
fadB,fadBA,15.05,33.97
fadD,fadD-sroD,19.55,44.13
fadE,fadE,26.96,24.9
fadH,fadH,32.65,77.05
fadI,fadIJ,35.2,30.95
fadJ,fadIJ,21.51,44.14
fadK,ydiQRST-fadK,148.09,221.75
fadL,fadL,103.23,95.83
fadM,fadM,462.61,661.09
fadR,fadR,695.84,338.17
fbaA,epd-pgk-fbaA,103.77,118.99
fbaA,pgk-fbaA,103.77,118.99
fbaB,fbaB,68.86,134.88
fbp,fbp,844.64,555.16
fcl,wcaCDEF-gmd-dcI-nudD-wcaI-cspBGJ-wzxC,40.94,49.01
fdhD,fdhD,0,16.22
fdhE,fdhE,283.53,239.99
fdhE,fdoGHI-fdhE,283.53,239.99
fdhF,fdhF,42.97,100.76
fdnG,fdnGHI,10.81,13.31
fdnH,fdnGHI,29.79,53.5
fdnI,fdnGHI,90.72,51.71
fdoG,fdoGHI-fdhE,25.93,48.77
fdoH,fdoGHI-fdhE,102.2,134.82
fdoI,fdoGHI-fdhE,31.09,31.9
fdrA,fdrA-ylbE_1E_2F-ybcF,19.76,20.27
fdx,hscBA-fdx-iscX,78.48,281.81
feaB,feaB,4.39,18.04
feaR,feaR,36.38,52.26
fecA,fecABCDE,39.69,46.54
fecB,fecABCDE,189.81,194.74
fecC,fecABCDE,13.2,54.16
fecD,fecABCDE,34.44,28.27
fecE,fecE,283.26,167.33
fecE,fecABCDE,283.26,167.33
fecI,fecIR,63.14,77.74
fecR,fecIR,48.37,56.72
feoA,feoABC,86.74,88.99
feoB,feoABC,25.55,40.78
feoC,feoABC,111.26,28.54
feoC,yhgG,111.26,28.54
fepA,fepA-entD,50.01,57.34
fepB,fepB,13.78,42.4
fepC,fepDGC,0,8.29
fepD,fepDGC,0,67.3
fepE,fes-ybdZ-entF-fepE,0,77.54
fepG,fepDGC,59.75,115.79
fes,fes-ybdZ-entF-fepE,41.02,84.17
ffh,ffh,9.68,34.76
ffs,ffs,751.73,1542.55
fhlA,hypABCDE-fhlA,85.61,71.57
fhlA,hypBCDE-fhlA,85.61,71.57
fhuA,fhuACDB,161.57,229.07
fhuB,fhuACDB,73.14,126.2
fhuC,fhuACDB,8.26,25.43
fhuD,fhuACDB,14.8,15.18
fhuE,fhuE,120.4,216.18
fhuF,fhuF,33.42,102.87
fic,fic,21.86,11.22
fic,yhfG-fic-pabA,21.86,11.22
fieF,fieF,7.3,37.45
fimA,fimAICDFGH,0,12.32
fimB,fimB,21.86,11.22
fimC,fimAICDFGH,18.16,0
fimD,fimAICDFGH,20,64.12
fimE,fimE,33.13,33.99
fimF,fimAICDFGH,0,25.47
fimG,fimAICDFGH,39.24,40.26
fimH,fimAICDFGH,58.4,194.74
fimI,fimAICDFGH,12.21,100.2
fimZ,fimZ,10.41,21.37
fis,dusB-fis,0,45.55
fiu,fiu,77.96,162.94
fixA,fixABCX,0,43.86
fixB,fixABCX,14,28.72
fixC,fixABCX,15.37,36.79
fixX,fixABCX,0,23.48
fklB,fklB,382.15,479.22
fkpA,fkpA,194.6,457.55
fkpB,ileS-lspA-fkpB-ispH,14.65,0
fkpB,ribF-ileS-lspA-fkpB-ispH,14.65,0
fkpB,lsp-fkpB-ispH,14.65,0
fldA,fldA-fur,12.41,76.42
fldB,fldB,1944.81,2578.41
flgA,flgAMN,9.99,51.24
flgB,flgBCDEFGHIJ,0,0
flgC,flgBCDEFGHIJ,32.55,66.8
flgD,flgBCDEFGHIJ,28.41,77.74
flgE,flgBCDEFGHIJ,87.24,139.86
flgF,flgBCDEFGHIJ,61.04,53.68
flgG,flgBCDEFGHIJ,8.42,34.55
flgH,flgBCDEFGHIJ,37.72,19.35
flgI,flgBCDEFGHIJ,12.01,6.16
flgJ,flgBCDEFGHIJ,34.99,50.26
flgK,flgK,28.07,53.48
flgL,flgK,103.65,255.23
flgM,flgMN,89.69,69.02
flgM,flgAMN,89.69,69.02
flgN,flgN,205.51,389.26
flgN,flgMN,205.51,389.26
flgN,flgAMN,205.51,389.26
flhA,flhBAE,9.51,13.01
flhB,flhBAE,17.21,41.2
flhC,flhC,273.25,525.66
flhC,flhDC,273.25,525.66
flhD,flhDC,75.12,192.69
flhE,flhBAE,117.42,68.84
fliA,fliAZY,91.56,103.33
fliC,fliC,462.37,840.35
fliD,fliDST,32.8,43.26
fliE,fliE,83.71,21.47
fliF,fliFGHIJK,23.84,40.77
fliG,fliFGHIJK,19.86,20.37
fliH,fliFGHIJK,28.79,19.69
fliI,fliFGHIJK,9.6,19.69
fliJ,fliFGHIJK,29.69,30.47
fliK,fliFGHIJK,46.75,89.94
fliL,fliLMNOPQR,70.88,174.54
fliM,fliLMNOPQR,131.19,121.14
fliN,fliLMNOPQR,47.77,0
fliO,fliLMNOPQR,0,92.4
fliP,fliLMNOPQR,53.59,82.48
fliQ,fliLMNOPQR,73.25,225.45
fliR,fliLMNOPQR,117.42,172.1
fliS,fliDST,16.04,49.37
fliT,fliDST,18.01,55.44
fliY,fliAZY,24.69,59.11
fliY,fliY,24.69,59.11
fliZ,fliAZY,191.08,330.82
flk,flk,66.19,122.23
flu,flu,242.98,327.33
flxA,flxA,296.94,304.66
fmt,def-fmt,62.58,135.55
fnr,fnr,148.83,161.68
fnrS,fnrS,108.07,388.07
focA,focA-pflB,84.51,70.95
focB,hyfABCDEFGHIJR-focB,147.53,350.52
folA,folA,329.61,338.17
folB,folB,17.86,18.33
folC,folC-dedD,51.95,111.93
folD,folD-ybcJ,0,31.2
folE,folE-yeiB,19.71,90.99
folK,pcnB-folk,41.2,28.18
folM,ydgI-folM,382.95,888.7
folP,folP-glmM,69.88,63.73
folX,folX-yfcH,454,894.34
frc,frc,21.08,43.25
frdA,frdABCD,32.8,14.96
frdB,frdABCD,35.88,55.21
frdC,frdABCD,16.65,17.08
frdD,frdABCD,36.62,37.57
frdD,frdD,36.62,37.57
fre,fre,9.39,9.63
frlA,frlABCDR,54.2,70.77
frlB,frlABCDR,45.11,33.06
frlC,frlABCDR,15.87,16.28
frlD,frlABCDR,50.32,0
frlR,frlABCDR,45.03,83.16
frmA,frmRAB,47.51,79.21
frmB,frmRAB,411.02,640.66
frmR,frmRAB,23.88,24.51
frr,frr,11.81,36.36
frsA,frsA,42.36,152.11
fruA,fruBKA,19.48,55.96
fruB,fruBKA,23.31,53.82
fruK,fruBKA,63.18,57.62
fruR,fruR,26.24,13.46
frvA,frvABXR,58.99,60.52
frvB,frvABXR,18.16,27.95
frvR,frvR,11.31,38.67
frvR,frvABXR,11.31,38.67
frvX,frvABXR,6.16,25.26
frwB,frwCB,0,0
frwC,frwCB,18.31,25.05
frwD,frwD,77.1,158.21
fryA,fryA,92.44,92.13
fryA,fryBC-ypdFE-fryA,92.44,92.13
fryB,fryBC-ypdFE-fryA,20.16,62.05
fryC,fryBC-ypdFE-fryA,5.28,21.68
fsaA,fsaA,198.86,183.62
fsaB,ptsA-fsaB-gldA,39.77,40.81
fsr,fsr,253.75,204.95
ftnA,ftnA,3018.08,1765.57
ftnB,ftnB,78.48,67.1
ftsA,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,5.22,26.78
ftsA,ftsQAZ,5.22,26.78
ftsA,ftsAZ,5.22,26.78
ftsA,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,5.22,26.78
ftsA,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,5.22,26.78
ftsB,ftsB,0,43.36
ftsE,ftsYEX,19.71,90.99
ftsH,rlmE-ftsH,37.47,80.39
ftsH,ftsH,37.47,80.39
ftsI,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,82.08,107.17
ftsI,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,82.08,107.17
ftsI,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,82.08,107.17
ftsK,ftsK,120.61,242.4
ftsL,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,36.02,110.88
ftsL,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,36.02,110.88
ftsL,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,36.02,110.88
ftsP,ftsP,60.65,86.16
ftsQ,ftsQAZ,39.66,8.14
ftsQ,ftsQ,39.66,8.14
ftsQ,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,39.66,8.14
ftsQ,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,39.66,8.14
ftsQ,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,39.66,8.14
ftsW,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,15.88,27.16
ftsW,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,15.88,27.16
ftsW,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,15.88,27.16
ftsX,ftsX,18.67,70.25
ftsX,ftsYEX,18.67,70.25
ftsY,ftsYEX,30.89,49.8
ftsZ,ftsAZ,0,35.23
ftsZ,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,0,35.23
ftsZ,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,0,35.23
ftsZ,ftsZ,0,35.23
ftsZ,ftsQAZ,0,35.23
ftsZ,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,0,35.23
fucA,fucAO,40.69,73.06
fucI,fucPIKUR,66.81,57.12
fucK,fucPIKUR,68.24,79.35
fucO,fucAO,160.64,164.82
fucP,fucPIKUR,120.13,138.66
fucR,fucR,162.1,267.95
fucR,fucPIKUR,162.1,267.95
fucU,fucPIKUR,15.58,15.99
fumA,fumA,16.01,53.39
fumB,fumB,132.08,147.84
fumB,dcuB-fumB,132.08,147.84
fumC,fumC,272.32,284.22
fur,fldA-fur,58.99,15.13
fur,fur,58.99,15.13
fusA,rpsLG-fusA-tufA,93.51,60.76
fusA,fusA-tufA,93.51,60.76
fxsA,fxsA,138.2,170.15
gabD,gabDTP,45.49,51.34
gabD,csiD-ygaF-gabDTP,45.49,51.34
gabP,gabDTP,32.94,86.9
gabP,csiD-ygaF-gabDTP,32.94,86.9
gabT,gabDTP,56.61,63.36
gabT,csiD-ygaF-gabDTP,56.61,63.36
gadA,gadAX,79.99,91.72
gadB,gadBC,75.28,111.03
gadC,gadBC,51.5,52.84
gadC,gadC,51.5,52.84
gadE,gadE-mdtEF,87.4,25.62
gadE,gadE,87.4,25.62
gadW,gadXW,126.6,352.55
gadW,gadW,126.6,352.55
gadX,gadXW,15.98,65.59
gadX,gadX,15.98,65.59
gadX,gadAX,15.98,65.59
galE,galETKM,38.89,46.55
galF,galF,44.24,121.05
galK,galETKM,120.48,188.36
galM,galETKM,107.65,136.44
galM,galM,107.65,136.44
galP,galP,14.18,38.79
galR,galR,134.14,72.09
galS,galS,56.99,71.47
galT,galETKM,151.11,142.12
galU,galU,65.27,96.73
gapA,gapA-yeaD,26.47,47.53
gapA,gapA,26.47,47.53
gapC_1,gapC_1C_2,4478.17,3655.38
gapC_2,gapC_1C_2,4478.17,3655.38
garD,garD,20.97,51.63
garK,garPLRK-rnpB,28.76,11.8
garL,garPLRK-rnpB,94.05,35.09
garP,garPLRK-rnpB,9.88,15.2
garR,garPLRK-rnpB,22.35,61.14
gatA,gatYZABCD,43.66,89.58
gatA,gatZABCD,43.66,89.58
gatB,gatYZABCD,231.3,1851.06
gatB,gatZABCD,231.3,1851.06
gatC,gatYZABCD,14.58,79.81
gatC,gatZABCD,14.58,79.81
gatD,gatYZABCD,31.66,84.46
gatD,gatZABCD,31.66,84.46
gatR_1,gatR_1,41.63,56.96
gatR_2,gatR_2,41.63,56.96
gatY,gatYZABCD,53.97,205.67
gatZ,gatZABCD,120.05,278.46
gatZ,gatYZABCD,120.05,278.46
gcd,gcd,38.6,45.26
gcl,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK,25.9,15.18
gcp,gcp,0,26.68
gcp,ygjD,0,26.68
gcvA,gcvA,35.9,125.25
gcvB,gcvB,16992.3,6106.83
gcvH,gcvTHP,33.81,52.03
gcvP,gcvP,20.64,18.83
gcvP,gcvTHP,20.64,18.83
gcvR,gcvR,115.05,129.84
gcvT,gcvTHP,66.22,74.12
gdhA,gdhA,49.05,55.36
gfcA,gfcA,236.97,530.47
gfcB,gfcBCD,40.88,31.46
gfcC,gfcBCD,26.47,18.11
gfcD,gfcD,119.46,170.94
gfcD,gfcBCD,119.46,170.94
gfcE,gfcE-etp-etk,80.96,88.99
ggt,ggt,370.64,58.21
ghrA,ghrA,161.47,216.09
ghrB,ghrB,209.6,242.79
glcA,glcBA,39.17,28.13
glcA,glcA,39.17,28.13
glcA,glcDEFGBA,39.17,28.13
glcB,glcBA,42.49,49.82
glcB,glcDEFGBA,42.49,49.82
glcC,glcC,86.17,114.93
glcD,glcDEFGBA,8.79,27.05
glcE,glcDEFGBA,0,38.54
glcF,glcDEFGBA,43.09,127.09
glcG,glcDEFGBA,16.28,33.4
gldA,gldA,11.94,55.14
gldA,ptsA-fsaB-gldA,11.94,55.14
glf,glf-rfc,17.91,36.76
glgA,glgBXCAP,18.39,51.88
glgA,glgAP,18.39,51.88
glgA,glgXCAP,18.39,51.88
glgA,glgCAP,18.39,51.88
glgB,glgBXCAP,30.14,30.93
glgC,glgCAP,25.43,41.75
glgC,glgXCAP,25.43,41.75
glgC,glgBXCAP,25.43,41.75
glgP,glgBXCAP,75.4,132.62
glgP,glgAP,75.4,132.62
glgP,glgXCAP,75.4,132.62
glgP,glgP,75.4,132.62
glgP,glgCAP,75.4,132.62
glgS,glgS,754.32,1648.81
glgX,glgXCAP,63.45,78.8
glgX,glgBXCAP,63.45,78.8
glk,glk,116.01,140.03
glmM,folP-glmM,34.49,55.6
glmS,glmUS,111.67,99.79
glmS,glmS,111.67,99.79
glmU,glmUS,38.47,54.27
glmY,glmY,35.83,0
glmZ,glmZ,38.33,157.29
glnA,glnA,70.13,158.29
glnA,glnALG,70.13,158.29
glnB,glnB,369.47,259.37
glnB,glrR-glnB,369.47,259.37
glnD,glnD,118.38,129.04
glnD,map-glnD-dapD,118.38,129.04
glnE,ygiF-glnE,4.64,19.05
glnE,glnE,4.64,19.05
glnG,glnALG,14.03,33.58
glnG,glnLG,14.03,33.58
glnH,glnHPQ,105.9,36.22
glnK,glnK-amtB,0,0
glnL,glnALG,75.34,103.06
glnL,glnLG,75.34,103.06
glnP,glnHPQ,79.9,61.49
glnQ,glnQ,36.47,93.55
glnQ,glnHPQ,36.47,93.55
glnS,glnS,35.63,109.68
glnU,metT-leuW-glnUW-metU-glnVX,5625.29,3246.47
glnV,glnW-metU-glnVX,175.79,180.36
glnV,metT-leuW-glnUW-metU-glnVX,175.79,180.36
glnW,metT-leuW-glnUW-metU-glnVX,7558.98,6583.12
glnW,glnW-metU-glnVX,7558.98,6583.12
glnX,glnW-metU-glnVX,439.48,270.54
glnX,metT-leuW-glnUW-metU-glnVX,439.48,270.54
gloA,gloA,16.16,16.58
gloB,gloB,287.75,357.86
glpA,glpABC,16.19,45.67
glpB,glpABC,10.46,21.47
glpC,glpABC,105.16,119.26
glpD,glpD,74.41,71.86
glpE,glpEGR,20.16,82.73
glpF,glpFKX,225.97,247.83
glpG,glpGR,7.93,24.42
glpG,glpEGR,7.93,24.42
glpK,glpFKX,332.01,493.03
glpQ,glpTQ,281.56,370.52
glpR,glpEGR,26.06,62.38
glpR,glpR,26.06,62.38
glpR,glpGR,26.06,62.38
glpT,glpTQ,19.4,19.91
glpX,glpFKX,6.52,20.07
glpX,glpX,6.52,20.07
glrR,yfhA,34.57,50.66
glrR,glrR-glnB,34.57,50.66
gltA,gltA,92.41,94.82
gltB,gltBDF,31.03,66.71
gltD,gltBDF,37.16,66.73
gltF,gltBDF,43.09,35.36
gltI,gltIJKL-sroC,137.79,126.49
gltJ,gltIJKL-sroC,71.17,73.02
gltK,gltIJKL-sroC,29.3,30.06
gltL,gltIJKL-sroC,9.08,46.58
gltP,gltP,15.05,25.74
gltS,gltS,27.33,16.82
gltT,rrsB-gltT-rrlB-rrfB,86.74,266.98
gltU,rrsC-gltU-rrlC-rrfC,173.48,266.98
gltV,rrsE-gltV-rrlE-rrfE,86.74,88.99
gltW,rrsG-gltW-rrlG-rrfG,173.48,355.97
gltX,gltX,107.08,277.03
glvC,glvCBG-ysdC,53,100.39
glvG,glvCBG-ysdC,412.51,91.29
glxK,ybbY-glxK,5.75,11.8
glxK,glxK,5.75,11.8
glxK,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK,5.75,11.8
glxR,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK,104.99,15.39
glyA,glyA,141.94,215.74
glyQ,glyQS,14.46,14.83
glyS,glyQS,9.55,19.6
glyS,glyS,9.55,19.6
glyT,thrU-tyrU-glyT-thrT-tufB,175.79,0
glyU,glyU,0,0
glyV,glyVXY,0,0
glyW,glyW-cysT-leuZ,0,0
glyX,glyVXY,0,177.99
glyY,glyVXY,0,0
gmd,wcaCDEF-gmd-dcI-nudD-wcaI-cspBGJ-wzxC,47,72.34
gmhB,gmhB,755.35,998.08
gmk,gmk,327.49,270.97
gmm,wcaCDEF-gmd-dcI-nudD-wcaI-cspBGJ-wzxC,41.2,56.36
gmr,gmr,175.92,217.96
gnd,gnd,28.11,48.07
gnsA,ymcE-gnsA,0,0
gnsB,gnsB,37.89,38.87
gntK,gntKU,37.46,76.86
gntK,gntRKU,37.46,76.86
gntP,gntP,98.1,156
gntR,gntRKU,19.86,40.74
gntR,gntR,19.86,40.74
gntT,gntT,260.28,215.69
gntU,gntU,122.9,151.31
gntU,gntKU,122.9,151.31
gntU,gntRKU,122.9,151.31
gntX,gntXY,67.46,88.99
gor,gor,43.85,69.98
gph,damX-dam-rpe-gph-trpS,8.69,17.82
gph,rpe-gph-trpS,8.69,17.82
gph,dam-rpe-gph-trpS,8.69,17.82
gph,aroKB-damX-dam-rpe-gph-trpS,8.69,17.82
gpmA,gpmA,35.02,71.86
gpmM,gpmM-envC-yibQ,29.87,39.4
gpp,gpp,128.74,132.08
gpsA,gpsA,32.31,39.79
gpsA,secB-gpsA,32.31,39.79
gpt,gpt,0,0
greA,greA,96.74,70.9
greB,greB,179.66,283.58
groL,groSL,40.03,90.34
groL,groL,40.03,90.34
groS,groSL,201.8,69.02
grpE,grpE,88.78,148.02
grxA,grxA,102.2,52.43
grxB,grxB,152.6,250.5
grxC,grxC,549.34,832.01
grxD,grxD,94.71,252.66
gshA,gshA,67.74,186.79
gshB,rsmE-gshB,131.7,135.13
gsiA,iaaA-gsiABCD,21.13,50.58
gsiB,iaaA-gsiABCD,197.04,202.16
gsiC,iaaA-gsiABCD,50.1,58.75
gsiD,iaaA-gsiABCD,14.46,29.66
gsk,gsk,1571,699.67
gspA,gspAB,8.97,18.4
gspB,gspAB,31.39,48.31
gspC,gspCDEFGHIJKLMO,80.79,99.46
gspD,gspCDEFGHIJKLMO,97.89,110.82
gspE,gspCDEFGHIJKLMO,71.17,136.91
gspF,gspCDEFGHIJKLMO,253.33,361.62
gspG,gspCDEFGHIJKLMO,45.15,77.21
gspH,gspCDEFGHIJKLMO,12.93,66.31
gspI,gspCDEFGHIJKLMO,52.32,89.46
gspJ,gspCDEFGHIJKLMO,145.74,322.07
gspK,gspCDEFGHIJKLMO,408.66,460.52
gspL,gspCDEFGHIJKLMO,345.46,441.6
gspM,gspCDEFGHIJKLMO,256.84,204.95
gspO,gspCDEFGHIJKLMO,10675.8,5167.37
gss,gss,113.41,101.82
gst,gst,54.39,44.64
gstB,gstB,609.8,625.65
guaA,guaBA,37.6,30
guaB,guaBA,89.87,87.6
guaC,guaC,119.97,129.57
guaD,xanQ-guaD-ygfQ,109.87,169.09
gudD,gudD,9.83,70.61
gudD,gudPXD,9.83,70.61
gudP,gudPXD,29.23,29.99
gudX,gudPXD,39.33,55.48
gutM,srlAEBD-gutM-srlR-gutQ,109.87,300.6
gutQ,srlAEBD-gutM-srlR-gutQ,177.43,196.04
gyrA,gyrA,65.22,87.5
gyrB,gyrB,30.03,44.81
hcaB,hcaEFCBD,0,24.96
hcaC,hcaEFCBD,0,42.14
hcaD,hcaEFCBD,87.68,163.04
hcaE,hcaEFCBD,29.04,4.97
hcaF,hcaEFCBD,76.21,78.19
hcaR,hcaR,125.78,83.5
hcaT,hcaT,1567.08,2242.63
hchA,hchA,123.8,142.89
hcp,hcp-hcr,19.94,32.73
hcr,hcr,13.61,55.84
hcr,hcp-hcr,13.61,55.84
hda,hda,103.3,173.42
hdeA,hdeAB-yhiD,79.18,385.9
hdeB,hdeAB-yhiD,221.75,310.25
hdeD,hdeD,23.01,141.64
hdfR,hdfR,125.56,152.98
hdhA,hdhA,51.5,105.68
helD,helD,554.96,503.56
hemA,hemA-prfA-prmC,15.73,80.71
hemA,hemA,15.73,80.71
hemB,hemB,33.81,62.43
hemC,hemCDXY,48.99,78.98
hemD,hemCDXY,62.27,82.15
hemE,nudC-hemE-nfi,30.95,63.51
hemF,hemF,271.01,247.99
hemF,amiA-hemF,271.01,247.99
hemG,pepQ-yigZ-trkH-hemG,217.32,222.97
hemH,hemH,102.68,168.56
hemL,hemL,46.31,26.4
hemN,hemN,139.14,383.95
hemX,hemCDXY,44.62,91.55
hemY,hemCDXY,60.58,113.01
hepA,hepA-rluA,43.09,90.74
hepA,hepA,43.09,90.74
hflC,yjeFE-amiB-mutL-miaA-hfq-hflXKC,13.12,148.06
hflC,hfq-hflXKC,13.12,148.06
hflC,mutL-miaA-hfq-hflXKC,13.12,148.06
hflC,yjeE-amiB-mutL-miaA-hfq-hflXKC,13.12,148.06
hflC,miaA-hfq-hflXKC,13.12,148.06
hflD,hflD-purB,10.27,73.75
hflK,yjeFE-amiB-mutL-miaA-hfq-hflXKC,10.46,48.31
hflK,hfq-hflXKC,10.46,48.31
hflK,mutL-miaA-hfq-hflXKC,10.46,48.31
hflK,yjeE-amiB-mutL-miaA-hfq-hflXKC,10.46,48.31
hflK,miaA-hfq-hflXKC,10.46,48.31
hflX,hfq-hflXKC,15.44,15.84
hflX,mutL-miaA-hfq-hflXKC,15.44,15.84
hflX,yjeE-amiB-mutL-miaA-hfq-hflXKC,15.44,15.84
hflX,yjeFE-amiB-mutL-miaA-hfq-hflXKC,15.44,15.84
hflX,miaA-hfq-hflXKC,15.44,15.84
hfq,yjeE-amiB-mutL-miaA-hfq-hflXKC,0,21.89
hfq,yjeFE-amiB-mutL-miaA-hfq-hflXKC,0,21.89
